Species,latitude,longitude
Asclepias syriaca,49.76639,-97.14722
Asclepias syriaca,49.88333,-97.15
Asclepias syriaca,49.07798,-96.72455
Asclepias syriaca,50.06222,-96.51611
Asclepias syriaca,49.83589769,-97.15022588
Asclepias syriaca,49.76667,-97.16667
Asclepias syriaca,49.20354,-96.945
Asclepias syriaca,49.7008889,-99.09728805
Asclepias syriaca,45.16667,-74.96667
Asclepias syriaca,41.06493,-76.20413
Asclepias syriaca,40.28878,-76.65475
Asclepias syriaca,44.32922,-73.11068
Asclepias syriaca,43.06687,-87.89056
Asclepias syriaca,46.22754,-89.32451
Asclepias syriaca,43.02257,-77.06231
Asclepias syriaca,42.93201,-88.03426
Asclepias syriaca,42.37649,-71.23561
Asclepias syriaca,40.53425,-89.00569
Asclepias syriaca,42.31245,-71.0359
Asclepias syriaca,42.31237,-71.03465
Asclepias syriaca,42.31435,-71.03922
Asclepias syriaca,42.31245,-71.0359
Asclepias syriaca,42.31245,-71.0359
Asclepias syriaca,41.81441,-88.08939
Asclepias syriaca,44.28798,-72.53438
Asclepias syriaca,41.77352,-87.87379
Asclepias syriaca,44.33043,-72.50407
Asclepias syriaca,44.40057,-72.48562
Asclepias syriaca,44.77838,-72.07406
Asclepias syriaca,44.4023,-72.99668
Asclepias syriaca,42.04963,-79.91411
Asclepias syriaca,44.52816,-71.81058
Asclepias syriaca,41.72974,-88.16957
Asclepias syriaca,42.17028,-80.10434
Asclepias syriaca,44.4787,-73.22175
Asclepias syriaca,42.809,-70.86083
Asclepias syriaca,40.21711,-84.67279
Asclepias syriaca,44.22585,-72.36881
Asclepias syriaca,42.21267,-87.89933
Asclepias syriaca,38.71646,-90.73945
Asclepias syriaca,38.66333,-89.3255
Asclepias syriaca,44.21517,-72.52806
Asclepias syriaca,43.61905,-72.95762
Asclepias syriaca,43.6212,-72.9563
Asclepias syriaca,43.71317,-72.3195
Asclepias syriaca,42.04979,-80.1741
Asclepias syriaca,41.44534,-79.05755
Asclepias syriaca,41.18098,-81.65008
Asclepias syriaca,39.86117,-81.4535
Asclepias syriaca,44.32938,-72.57455
Asclepias syriaca,44.47011,-72.79866
Asclepias syriaca,44.26417,-72.55917
Asclepias syriaca,43.81533,-72.52583
Asclepias syriaca,43.62396,-72.54073
Asclepias syriaca,40.44478,-80.01529
Asclepias syriaca,43.82102,-72.40832
Asclepias syriaca,43.633,-72.5195
Asclepias syriaca,44.15646,-72.49244
Asclepias syriaca,43.61283,-72.5475
Asclepias syriaca,40.46384,-82.63789
Asclepias syriaca,43.75612,-92.00504
Asclepias syriaca,43.62383,-72.50667
Asclepias syriaca,44.29934,-72.55854
Asclepias syriaca,44.02742,-73.17988
Asclepias syriaca,43.06397,-72.54064
Asclepias syriaca,41.6907,-72.49435
Asclepias syriaca,43.11158,-72.5474
Asclepias syriaca,44.5211,-73.06243
Asclepias syriaca,41.262,-81.51967
Asclepias syriaca,38.60958,-77.27356
Asclepias syriaca,44.20859,-72.58259
Asclepias syriaca,41.3793,-81.52889
Asclepias syriaca,43.85283,-72.5895
Asclepias syriaca,41.83011,-88.73061
Asclepias syriaca,39.94478,-83.2688
Asclepias syriaca,44.47459,-72.69196
Asclepias syriaca,43.51633,-72.40117
Asclepias syriaca,44.38174,-72.43583
Asclepias syriaca,38.42505,-120.64228
Asclepias syriaca,44.01245,-73.16878
Asclepias syriaca,35.98434,-79.06123
Asclepias syriaca,35.99007,-79.05517
Asclepias syriaca,35.9904,-79.05421
Asclepias syriaca,40.47371,-79.91352
Asclepias syriaca,43.7335,-72.52933
Asclepias syriaca,43.6243,-72.50484
Asclepias syriaca,44.68267,-72.36233
Asclepias syriaca,44.28453,-72.57392
Asclepias syriaca,40.93533,-81.62683
Asclepias syriaca,45.02208,-93.3267
Asclepias syriaca,38.97166,-76.48524
Asclepias syriaca,41.00936,-81.39793
Asclepias syriaca,45.30579,-75.45669
Asclepias syriaca,42.7945,-87.905
Asclepias syriaca,44.28439,-72.57346
Asclepias syriaca,41.12599,-81.35438
Asclepias syriaca,44.48845,-73.1879
Asclepias syriaca,41.11373,-81.47123
Asclepias syriaca,41.21658,-81.52707
Asclepias syriaca,41.06042,-81.35507
Asclepias syriaca,41.24308,-81.54897
Asclepias syriaca,40.92917,-81.53083
Asclepias syriaca,38.98339,-76.4532
Asclepias syriaca,42.15773,-73.36936
Asclepias syriaca,42.7112,-73.1995
Asclepias syriaca,44.90182,-91.89222
Asclepias syriaca,38.62639,-77.54063
Asclepias syriaca,38.99104,-77.96276
Asclepias syriaca,43.71707,-72.99811
Asclepias syriaca,41.37855,-74.02895
Asclepias syriaca,41.19343,-81.69872
Asclepias syriaca,43.08133,-84.81583
Asclepias syriaca,31.2322,-93.25013
Asclepias syriaca,39.91484,-76.63011
Asclepias syriaca,38.86401,-92.30112
Asclepias syriaca,45.37401,-71.89305
Asclepias syriaca,46.87719,-96.7898
Asclepias syriaca,46.48833,-95.53222
Asclepias syriaca,38.17033,-95.73881
Asclepias syriaca,38.41957,-95.61831
Asclepias syriaca,38.19961,-95.81142
Asclepias syriaca,38.52583,-96.41333
Asclepias syriaca,38.49801,-96.32941
Asclepias syriaca,37.7566,-95.6973
Asclepias syriaca,38.34246,-96.01484
Asclepias syriaca,38.1328,-95.58346
Asclepias syriaca,44.89753,-85.41913
Asclepias syriaca,39.70395,-95.67674
Asclepias syriaca,38.4308,-95.51153
Asclepias syriaca,38.57931,-95.58517
Asclepias syriaca,44.02972,-79.53556
Asclepias syriaca,44.46667,-78.13333
Asclepias syriaca,44.85,-79.31667
Asclepias syriaca,43.73333,-79.38333
Asclepias syriaca,43.68333,-79.41667
Asclepias syriaca,43.73333,-79.38333
Asclepias syriaca,43.78333,-79.11667
Asclepias syriaca,44.11667,-78.78333
Asclepias syriaca,47.06667,-79.78333
Asclepias syriaca,44.28333,-79.66667
Asclepias syriaca,43.80158,-79.47364
Asclepias syriaca,43.89759,-79.52193
Asclepias syriaca,44.32713,-79.3218
Asclepias syriaca,44.32713,-79.3218
Asclepias syriaca,43.78845,-79.61346
Asclepias syriaca,38.22676,-95.2008
Asclepias syriaca,46.04917,-61.43722
Asclepias syriaca,45.61694,-72.35472
Asclepias syriaca,46.78501,-71.16789
Asclepias syriaca,46.7475,-71.33917
Asclepias syriaca,46.77694,-71.27556
Asclepias syriaca,46.78528,-71.27861
Asclepias syriaca,46.78167,-71.26833
Asclepias syriaca,46.785,-71.27056
Asclepias syriaca,46.80306,-71.20944
Asclepias syriaca,46.75056,-71.28972
Asclepias syriaca,46.78194,-71.26833
Asclepias syriaca,46.76583,-71.26556
Asclepias syriaca,46.8,-71.21667
Asclepias syriaca,46.1,-72.25
Asclepias syriaca,46.88194,-71.09028
Asclepias syriaca,46.85,-71.13333
Asclepias syriaca,47,-70.81667
Asclepias syriaca,41.595,-72.64527
Asclepias syriaca,41.81666,-72.24722
Asclepias syriaca,41.87138,-73.36222
Asclepias syriaca,42.29861,-71.12833
Asclepias syriaca,41.43972,-72.01555
Asclepias syriaca,42.38778,-72.57056
Asclepias syriaca,45.8061,-74.0128
Asclepias syriaca,45.5292,-73.4814
Asclepias syriaca,45.5,-73.6
Asclepias syriaca,45.5,-73.6
Asclepias syriaca,45.5,-73.6
Asclepias syriaca,45.69051,-65.34117
Asclepias syriaca,45.5525,-73.1555
Asclepias syriaca,45.69743,-73.47312
Asclepias syriaca,45.69743,-73.47312
Asclepias syriaca,45.03885,-73.67373
Asclepias syriaca,45.86667,-74.58333
Asclepias syriaca,45.5,-73.6
Asclepias syriaca,45.70972,-74.06111
Asclepias syriaca,45.12917,-72.23417
Asclepias syriaca,45.38917,-73.90139
Asclepias syriaca,46,-72.75
Asclepias syriaca,45.16667,-74.96667
Asclepias syriaca,45.8833,-67.4833
Asclepias syriaca,46.4,-75.03333
Asclepias syriaca,44.65887,-63.59057
Asclepias syriaca,45.35,-69.43333
Asclepias syriaca,45,-62
Asclepias syriaca,45,-62
Asclepias syriaca,45.01822,-64.87038
Asclepias syriaca,45.07662,-64.49592
Asclepias syriaca,44.57546,-65.63973
Asclepias syriaca,45.05293,-64.41276
Asclepias syriaca,41.75223,-72.72181
Asclepias syriaca,41.47611,-73.23694
Asclepias syriaca,41.27944,-73.02583
Asclepias syriaca,38.62722,-90.19777
Asclepias syriaca,40.48611,-74.45194
Asclepias syriaca,45.68027,-84.88416
Asclepias syriaca,39.40564,-76.5435
Asclepias syriaca,43.16861,-77.61583
Asclepias syriaca,42.36666,-72.56666
Asclepias syriaca,46.8,-67.71666
Asclepias syriaca,44.48,-72.24666
Asclepias syriaca,42.71194,-73.20361
Asclepias syriaca,41.31527,-72.06388
Asclepias syriaca,41.27388,-72.96833
Asclepias syriaca,41.72777,-72.84083
Asclepias syriaca,41.30444,-73.39333
Asclepias syriaca,41.70111,-72.67
Asclepias syriaca,41.4075,-72.1325
Asclepias syriaca,41.35416,-71.96694
Asclepias syriaca,41.82722,-73.25222
Asclepias syriaca,41.85466,-72.24389
Asclepias syriaca,41.78222,-72.61194
Asclepias syriaca,41.45305,-72.46166
Asclepias syriaca,41.98333,-73.42111
Asclepias syriaca,41.78833,-72.22944
Asclepias syriaca,41.35,-72.07833
Asclepias syriaca,41.20444,-73.12972
Asclepias syriaca,41.43972,-72.01555
Asclepias syriaca,41.43972,-72.01555
Asclepias syriaca,41.30833,-72.24333
Asclepias syriaca,41.80833,-72.25
Asclepias syriaca,41.91666,-72.45833
Asclepias syriaca,41.87138,-72.36916
Asclepias syriaca,41.3975,-72.34722
Asclepias syriaca,41.33,-72.045
Asclepias syriaca,41.6325,-72.24055
Asclepias syriaca,41.81666,-72.24722
Asclepias syriaca,41.18638,-73.19611
Asclepias syriaca,41.80083,-72.24138
Asclepias syriaca,41.76361,-72.685
Asclepias syriaca,41.30833,-72.24333
Asclepias syriaca,41.75472,-73.47833
Asclepias syriaca,41.33666,-72.9075
Asclepias syriaca,41.45583,-73.39722
Asclepias syriaca,41.65333,-73.31888
Asclepias syriaca,41.905,-72.70194
Asclepias syriaca,41.7175,-72.28194
Asclepias syriaca,43.75624,-71.6806
Asclepias syriaca,41.905,-72.70194
Asclepias syriaca,45.67638,-74.40444
Asclepias syriaca,41.82555,-72.24805
Asclepias syriaca,41.79166,-72.12694
Asclepias syriaca,42.14416,-74.49
Asclepias syriaca,41.76416,-72.43805
Asclepias syriaca,41.605,-72.87972
Asclepias syriaca,41.80833,-72.25
Asclepias syriaca,41.52,-72.00638
Asclepias syriaca,41.88527,-72.26194
Asclepias syriaca,41.80833,-72.25
Asclepias syriaca,41.55833,-73.0375
Asclepias syriaca,41.68694,-72.54527
Asclepias syriaca,41.80833,-72.25
Asclepias syriaca,42.77904,-91.88089
Asclepias syriaca,42.772,-85.683
Asclepias syriaca,40.13345,-95.2851
Asclepias syriaca,42.956,-92.53633
Asclepias syriaca,38.3667,-96.5917
Asclepias syriaca,43.97696,-97.07132
Asclepias syriaca,38.78333,-97.6495
Asclepias syriaca,38.91871,-94.97488
Asclepias syriaca,38.7022,-94.97334
Asclepias syriaca,38.68333,-97.88722
Asclepias syriaca,41.02549,-96.83277
Asclepias syriaca,45.75419,-100.17182
Asclepias syriaca,41.57786,-99.12337
Asclepias syriaca,38.41306,-96.52778
Asclepias syriaca,39.03241,-96.69215
Asclepias syriaca,44.70367,-100.06514
Asclepias syriaca,39.00804,-95.74201
Asclepias syriaca,38.8316,-94.63823
Asclepias syriaca,39.79851,-99.92468
Asclepias syriaca,39.07889,-96.83611
Asclepias syriaca,39.04583,-95.20528
Asclepias syriaca,42.81817,-92.2188
Asclepias syriaca,43.59716,-97.17475
Asclepias syriaca,41.02549,-96.83277
Asclepias syriaca,44.5051,-96.5244
Asclepias syriaca,48.98603,-97.68711
Asclepias syriaca,43.23218,-99.33059
Asclepias syriaca,38.97987,-99.25159
Asclepias syriaca,37.31045,-88.99346
Asclepias syriaca,42.56433,-97.26365
Asclepias syriaca,42.84175,-97.49692
Asclepias syriaca,39.0721,-95.43754
Asclepias syriaca,38.71643,-94.95493
Asclepias syriaca,38.58332,-95.68822
Asclepias syriaca,37.72532,-95.24319
Asclepias syriaca,38.89789,-95.02637
Asclepias syriaca,38.77289,-95.66581
Asclepias syriaca,37.73777,-95.21544
Asclepias syriaca,39.06423,-96.46059
Asclepias syriaca,38.88138,-94.88431
Asclepias syriaca,38.74033,-100.50692
Asclepias syriaca,38.80956,-95.5572
Asclepias syriaca,38.95752,-95.24688
Asclepias syriaca,39.02933,-95.3908
Asclepias syriaca,42.0345,-96.1775
Asclepias syriaca,39.48722,-96.40944
Asclepias syriaca,39.27017,-98.18192
Asclepias syriaca,39.09861,-96.83028
Asclepias syriaca,41.5446,-81.4729
Asclepias syriaca,37.63358,-102.53721
Asclepias syriaca,40.90047,-100.16068
Asclepias syriaca,38.41667,-97.13333
Asclepias syriaca,41.98725,-98.43745
Asclepias syriaca,45.26599,-96.65354
Asclepias syriaca,38.88591,-95.29513
Asclepias syriaca,39.50764,-95.92676
Asclepias syriaca,43.35078,-97.4329
Asclepias syriaca,42.26079,-71.1386
Asclepias syriaca,37.19419,-96.69816
Asclepias syriaca,36.0935,-85.8302
Asclepias syriaca,46.51359,-97.92583
Asclepias syriaca,39.87055,-96.73584
Asclepias syriaca,39.79551,-100.00262
Asclepias syriaca,38.94955,-98.85613
Asclepias syriaca,39.81725,-99.98382
Asclepias syriaca,38.88029,-94.60785
Asclepias syriaca,45.97604771,-99.54988516
Asclepias syriaca,38.70367,-96.48816
Asclepias syriaca,38.34782,-97.92526
Asclepias syriaca,37.54996,-95.21758
Asclepias syriaca,38.67588,-96.645
Asclepias syriaca,41.29931,-97.23806
Asclepias syriaca,38.67885,-97.76104
Asclepias syriaca,40.74984,-98.54269
Asclepias syriaca,38.4983,-94.6859
Asclepias syriaca,39.0443,-95.12708
Asclepias syriaca,39.64611,-98.90205
Asclepias syriaca,40.50784,-95.751
Asclepias syriaca,40.58611,-98.3976
Asclepias syriaca,38.94157,-95.38029
Asclepias syriaca,45.75078,-97.21517
Asclepias syriaca,40.09094,-98.75862
Asclepias syriaca,38.94268,-95.23525
Asclepias syriaca,39.69968,-98.27768
Asclepias syriaca,41.1007,-96.64474
Asclepias syriaca,38.26018,-94.69489
Asclepias syriaca,39.00121,-97.02251
Asclepias syriaca,38.61966,-96.22494
Asclepias syriaca,39.67296,-96.39049
Asclepias syriaca,42.84141,-97.49925
Asclepias syriaca,41.21817,-98.41412
Asclepias syriaca,37.89573,-95.03632
Asclepias syriaca,38.14323,-94.75737
Asclepias syriaca,37.42692,-95.66427
Asclepias syriaca,38.17973,-95.26117
Asclepias syriaca,39.81707,-96.41847
Asclepias syriaca,41.9247,-97.41477
Asclepias syriaca,42.29792,-91.92623
Asclepias syriaca,40.14971,-96.34867
Asclepias syriaca,39.36868,-95.96322
Asclepias syriaca,41.69095,-97.48
Asclepias syriaca,40.55067,-99.80713
Asclepias syriaca,37.08867,-96.06744
Asclepias syriaca,46.437,-97.19413
Asclepias syriaca,38.27904,-95.17746
Asclepias syriaca,39.82585,-95.14139
Asclepias syriaca,39.55626,-94.76968
Asclepias syriaca,42.68333,-96.70304
Asclepias syriaca,40.13983,-97.72312
Asclepias syriaca,38.76963,-95.66996
Asclepias syriaca,38.28797,-94.34364
Asclepias syriaca,38.11269,-98.7943
Asclepias syriaca,43.15704,-98.52881
Asclepias syriaca,47.2898051,-97.00296824
Asclepias syriaca,41.6911,-97.91124
Asclepias syriaca,38.90593,-95.45074
Asclepias syriaca,40.69712,-95.88144
Asclepias syriaca,41.55847,-98.85396
Asclepias syriaca,38.32421,-96.98205
Asclepias syriaca,46.57541596,-97.13028625
Asclepias syriaca,47.99446222,-97.62966414
Asclepias syriaca,41.7809,-98.97499
Asclepias syriaca,43.11505,-99.18864
Asclepias syriaca,42.653,-85.407
Asclepias syriaca,40.65718,-96.09059
Asclepias syriaca,43.56804,-99.18111
Asclepias syriaca,40.11678,-98.43594
Asclepias syriaca,43.25213,-97.30006
Asclepias syriaca,40.9777,-98.979
Asclepias syriaca,44.38667,-97.50992
Asclepias syriaca,43.389,-98.89277
Asclepias syriaca,43.46374,-99.07936
Asclepias syriaca,38.47233,-97.66421
Asclepias syriaca,37.67464,-97.13603
Asclepias syriaca,37.65058,-96.08116
Asclepias syriaca,38.91279,-96.20775
Asclepias syriaca,38.86864,-97.1582
Asclepias syriaca,39.84923,-95.37217
Asclepias syriaca,39.00758,-95.34433
Asclepias syriaca,39.24856,-97.39881
Asclepias syriaca,37.83466,-94.70595
Asclepias syriaca,37.62244,-94.73683
Asclepias syriaca,38.52438,-95.8683
Asclepias syriaca,38.36866,-96.52386
Asclepias syriaca,39.38078,-96.41217
Asclepias syriaca,38.81842,-95.18604
Asclepias syriaca,39.23055,-96.52557
Asclepias syriaca,39.52855,-95.5166
Asclepias syriaca,39.08184,-94.87029
Asclepias syriaca,39.60843,-97.71155
Asclepias syriaca,37.93751,-96.19301
Asclepias syriaca,39.00437,-95.62281
Asclepias syriaca,39.34618,-97.08496
Asclepias syriaca,39.02702,-95.57877
Asclepias syriaca,39.10584,-97.1348
Asclepias syriaca,37.97164,-94.8282
Asclepias syriaca,38.957,-95.32443
Asclepias syriaca,39.44522,-96.75939
Asclepias syriaca,38.78333,-97.6495
Asclepias syriaca,38.957,-95.32443
Asclepias syriaca,38.75314,-97.91638
Asclepias syriaca,39.20432,-96.32347
Asclepias syriaca,39.93025,-97.12044
Asclepias syriaca,38.65226,-95.09921
Asclepias syriaca,38.77221,-98.17694
Asclepias syriaca,39.10028,-95.25767
Asclepias syriaca,39.13784,-95.24568
Asclepias syriaca,39.2717,-95.65942
Asclepias syriaca,38.957,-95.22232
Asclepias syriaca,39.0127,-96.02713
Asclepias syriaca,39.46637,-96.41333
Asclepias syriaca,39.90222,-95.80082
Asclepias syriaca,39.65993,-97.88538
Asclepias syriaca,37.41834,-95.57071
Asclepias syriaca,37.88566,-95.74072
Asclepias syriaca,39.00731,-95.23578
Asclepias syriaca,38.61409,-95.03487
Asclepias syriaca,39.17969,-99.15649
Asclepias syriaca,39.79666,-100.32264
Asclepias syriaca,39.90623,-95.20954
Asclepias syriaca,39.20806,-95.80504
Asclepias syriaca,37.25506,-95.66285
Asclepias syriaca,38.66975,-96.10229
Asclepias syriaca,39.46014,-97.24179
Asclepias syriaca,37.39518,-97.28555
Asclepias syriaca,38.13086,-95.74446
Asclepias syriaca,39.15797,-95.66537
Asclepias syriaca,39.39321,-99.31215
Asclepias syriaca,39.19507,-95.06812
Asclepias syriaca,38.02993,-95.17497
Asclepias syriaca,39.31117,-98.10616
Asclepias syriaca,39.08192,-96.37399
Asclepias syriaca,37.75052,-96.61973
Asclepias syriaca,37.22867,-94.84004
Asclepias syriaca,37.35789,-95.26908
Asclepias syriaca,39.6618,-99.31076
Asclepias syriaca,39.82913,-97.98125
Asclepias syriaca,39.1321,-96.3458
Asclepias syriaca,39.82209,-100.30239
Asclepias syriaca,37.79713,-95.07291
Asclepias syriaca,39.35094,-98.7028
Asclepias syriaca,39.13554,-97.15361
Asclepias syriaca,38.91809,-98.49858
Asclepias syriaca,42.923,-85.711
Asclepias syriaca,40.05988,-98.59492
Asclepias syriaca,43.17053,-97.08035
Asclepias syriaca,43.36221,-100.34598
Asclepias syriaca,41.20256,-99.68114
Asclepias syriaca,41.98284,-98.16131
Asclepias syriaca,42.84578,-98.85432
Asclepias syriaca,40.07438,-98.57599
Asclepias syriaca,41.69906,-99.05317
Asclepias syriaca,44.02104,-99.36949
Asclepias syriaca,40.63694,-97.63307
Asclepias syriaca,43.8811,-99.77975
Asclepias syriaca,45.33205,-97.30465
Asclepias syriaca,41.41381,-100.19771
Asclepias syriaca,34.83829,-85.80987
Asclepias syriaca,43.01392,-92.38812
Asclepias syriaca,41.01616,-96.28341
Asclepias syriaca,40.61623,-97.16938
Asclepias syriaca,41.56459,-95.87655
Asclepias syriaca,41.42655,-97.35848
Asclepias syriaca,45.74281,-97.22234
Asclepias syriaca,42.5407,-96.39406
Asclepias syriaca,41.14184,-96.44988
Asclepias syriaca,43.55,-80.26667
Asclepias syriaca,42.43139,-88.25556
Asclepias syriaca,38.83583,-83.57361
Asclepias syriaca,40.10972,-83.41917
Asclepias syriaca,40.10306,-83.32417
Asclepias syriaca,41.24944,-79.24889
Asclepias syriaca,45.733,-75.333
Asclepias syriaca,45.567,-67.417
Asclepias syriaca,45.9,-77.25
Asclepias syriaca,45.3,-75.55
Asclepias syriaca,44.783,-79.383
Asclepias syriaca,45.4,-76.733
Asclepias syriaca,45,-78.7
Asclepias syriaca,40.87,-74.48